id,borrower_id,loan_amount,interest_rate,purpose,issue_date,status,risk_segment
488,488,38442,15.84,debt_consolidation,2023-06-15,current,High
489,489,28104,20.13,medical,2021-12-14,paid,Low
490,490,29980,15.24,education,2022-06-21,default,Medium
491,491,4574,4.18,debt_consolidation,2023-06-25,current,Low
492,492,2490,10.18,home_improvement,2024-02-24,current,Low
493,493,2205,12.69,home_improvement,2023-09-20,current,Low
494,494,1546,11.11,debt_consolidation,2023-09-14,paid,Low
495,495,16149,12.96,other,2022-11-07,current,Medium
496,496,31014,11.49,small_business,2023-12-30,default,Low
497,497,24062,13.45,home_improvement,2021-09-11,paid,Low
498,498,2931,6.16,other,2021-07-27,paid,Low
499,499,15904,7.19,home_improvement,2023-03-19,default,Medium
500,500,36478,11.29,major_purchase,2021-02-18,current,Low
501,501,38017,15.73,other,2021-10-12,paid,Low
502,502,21885,10.1,other,2022-04-27,current,Medium
503,503,7997,10.7,debt_consolidation,2020-02-23,current,Medium
504,504,24544,14.89,debt_consolidation,2024-05-16,paid,Medium
505,505,10012,17.57,debt_consolidation,2021-04-08,default,Medium
506,506,14406,17.88,debt_consolidation,2022-06-18,current,Low
507,507,25928,15.04,major_purchase,2022-03-18,current,Low
508,508,30596,7.05,medical,2024-12-02,default,Medium
509,509,4230,12.97,debt_consolidation,2022-06-19,current,Low
510,510,34880,14.58,other,2022-08-07,current,Low
511,511,9867,4,home_improvement,2021-10-24,paid,Medium
512,512,11747,10.83,major_purchase,2020-09-10,paid,Low
513,513,11479,5.79,home_improvement,2022-02-18,default,Low
514,514,4362,10.19,home_improvement,2021-09-25,current,Low
515,515,17587,5.95,debt_consolidation,2022-10-16,current,Medium
516,516,27879,17.32,medical,2023-05-16,current,Low
517,517,10716,9.36,debt_consolidation,2021-12-15,default,Low
518,518,28325,20.59,other,2020-11-26,current,Low
519,519,38943,9.57,home_improvement,2020-03-14,default,Medium
520,520,31855,4.31,debt_consolidation,2023-11-23,current,Medium
521,521,35665,13.34,other,2022-09-17,current,Medium
522,522,38692,15.43,other,2021-12-25,current,Medium
523,523,16251,12.1,major_purchase,2021-01-31,default,Low
524,524,28134,6.15,debt_consolidation,2021-12-17,current,Low
525,525,34206,18.93,small_business,2024-04-19,default,Low
526,526,22660,11.35,car,2023-10-09,paid,Medium
527,527,22961,15.68,medical,2024-07-25,paid,Medium
528,528,14648,8.56,small_business,2021-11-10,current,Low
529,529,36014,8.94,car,2023-03-15,current,Low
530,530,18792,19.38,home_improvement,2022-10-14,current,Low
531,531,3450,11.61,car,2020-07-08,paid,Medium
532,532,35316,20.44,home_improvement,2021-11-01,paid,Low
533,533,31105,10.09,home_improvement,2024-11-06,current,Low
534,534,7756,9.4,small_business,2023-09-11,current,Low
535,535,21915,14.36,car,2023-10-06,paid,Low
536,536,37003,11.32,home_improvement,2020-10-16,current,Low
537,537,4324,19.82,debt_consolidation,2022-08-22,current,Low
538,538,30218,15.92,education,2021-10-01,paid,Low
539,539,38210,16.29,debt_consolidation,2024-07-22,current,Medium
540,540,15666,6.62,debt_consolidation,2023-06-17,paid,Low
541,541,32949,18.95,debt_consolidation,2022-08-31,paid,Low
542,542,8011,10.73,home_improvement,2023-08-23,default,Medium
543,543,32612,14.98,home_improvement,2021-11-28,paid,Medium
544,544,6104,7.12,major_purchase,2023-12-28,current,Medium
545,545,27594,9.48,debt_consolidation,2020-08-10,current,Medium
546,546,10104,10.87,other,2024-03-26,current,Medium
547,547,13823,11.22,debt_consolidation,2024-12-01,paid,Low
548,548,39189,4,debt_consolidation,2022-11-11,paid,Medium
549,549,24543,11.97,debt_consolidation,2021-07-31,current,Low
550,550,36724,15.58,debt_consolidation,2020-12-21,current,Low
551,551,9227,10.04,debt_consolidation,2020-05-26,current,Low
552,552,28253,11.66,other,2024-06-03,current,Low
553,553,15794,15.4,debt_consolidation,2023-05-23,default,Low
554,554,3192,21.07,other,2023-03-09,current,Medium
555,555,19312,15.12,medical,2020-06-09,current,Medium
556,556,36336,6.91,car,2021-10-01,current,Low
557,557,22726,14.48,medical,2024-06-22,paid,Low
558,558,32009,18.61,small_business,2023-03-19,default,Low
559,559,19209,13.62,debt_consolidation,2023-06-15,paid,Low
560,560,30271,16.76,home_improvement,2020-12-25,paid,Low
561,561,10507,9.21,education,2024-08-09,default,Medium
562,562,14818,16.3,small_business,2024-09-20,paid,Medium
563,563,35899,15.51,debt_consolidation,2023-10-31,current,Medium
564,564,21688,12.68,other,2023-10-30,current,High
565,565,18716,8.28,debt_consolidation,2020-07-20,paid,Low
566,566,35075,17.96,home_improvement,2023-11-14,current,Medium
567,567,30225,12.14,home_improvement,2024-01-25,paid,Low
568,568,8981,9.8,major_purchase,2020-09-02,default,Medium
569,569,13075,7.78,debt_consolidation,2022-08-14,current,Low
570,570,17864,6.45,debt_consolidation,2020-05-31,paid,Low
571,571,33225,11.14,other,2021-02-14,current,Low
572,572,29939,9.21,major_purchase,2020-07-30,default,Low
573,573,1056,12.55,other,2023-09-23,current,Low
574,574,32335,12.15,medical,2024-09-24,current,Medium
575,575,8943,16.06,small_business,2022-01-05,paid,Low
576,576,6272,14.67,car,2024-04-06,current,Medium
577,577,7997,9.15,education,2022-01-05,current,Low
578,578,16629,12.2,medical,2020-05-09,current,Low
579,579,23132,11.85,car,2020-03-28,paid,Medium
580,580,38968,9.03,debt_consolidation,2020-05-27,default,Medium
581,581,12288,13.76,education,2021-09-21,current,Low
582,582,39992,14.89,car,2021-03-27,paid,Low
583,583,38746,8.81,small_business,2021-10-20,current,Low
584,584,28207,13.74,debt_consolidation,2022-01-27,current,Low
585,585,11338,16.56,debt_consolidation,2022-09-24,default,High
586,586,32195,10.18,major_purchase,2021-02-26,paid,Low
587,587,33760,11.29,education,2020-06-29,current,Low
588,588,7270,13.99,education,2024-11-01,current,Low
589,589,10779,9.29,major_purchase,2022-08-29,current,Low
590,590,30697,14.07,debt_consolidation,2024-02-25,default,Low
591,591,30151,11.86,education,2021-10-29,current,Low
592,592,14104,13.61,home_improvement,2021-03-27,paid,Low
593,593,25476,17.36,debt_consolidation,2024-01-14,paid,Medium
594,594,8281,13.04,other,2022-07-28,paid,Medium
595,595,12136,17.93,small_business,2023-02-06,current,Medium
596,596,29056,7.85,major_purchase,2021-05-20,paid,Low
597,597,28379,9.07,other,2020-03-23,current,High
598,598,7422,16.49,medical,2021-05-07,paid,Low
599,599,6946,14.48,debt_consolidation,2023-10-02,paid,Low
600,600,27565,12.67,debt_consolidation,2024-11-19,paid,Medium
601,601,3143,15.64,debt_consolidation,2024-03-21,default,High
602,602,4592,10.4,small_business,2023-10-13,current,Low
603,603,5391,12.97,small_business,2024-05-03,paid,Low
604,604,14749,13.28,major_purchase,2024-04-07,paid,Low
605,605,32865,13.43,small_business,2024-08-25,default,Medium
606,606,5300,13.14,debt_consolidation,2024-12-15,current,Low
607,607,33527,14.04,debt_consolidation,2021-02-22,current,Low
608,608,2407,10.11,debt_consolidation,2020-05-08,default,Medium
609,609,22384,16.51,medical,2023-09-25,current,Low
610,610,18039,17.21,debt_consolidation,2022-01-31,current,Medium
611,611,36082,12.66,debt_consolidation,2020-12-25,current,Low
612,612,9288,13.16,medical,2022-01-27,paid,Medium
613,613,35972,15.5,home_improvement,2020-02-21,paid,Medium
614,614,34253,20.81,home_improvement,2023-12-15,paid,Medium
615,615,29973,5.78,home_improvement,2020-08-18,current,Low
616,616,30227,15.79,home_improvement,2021-10-30,default,Low
617,617,6726,13.58,other,2022-03-18,paid,Medium
618,618,29025,9.94,home_improvement,2022-02-02,default,Medium
619,619,28237,15.38,car,2021-08-14,default,Medium
620,620,14617,16.09,home_improvement,2024-11-11,current,Medium
621,621,18912,12.32,home_improvement,2023-02-12,paid,Medium
622,622,20791,9.13,car,2021-09-14,current,Medium
623,623,31968,14.78,debt_consolidation,2023-09-25,current,Low
624,624,5372,14.02,education,2022-01-10,current,Medium
625,625,34588,12.92,major_purchase,2020-02-05,current,Medium
626,626,18869,10.51,home_improvement,2023-07-27,current,Low
627,627,13009,10.13,car,2023-05-11,current,Medium
628,628,24758,8.97,debt_consolidation,2023-04-02,paid,Medium
629,629,11684,7.95,debt_consolidation,2020-11-12,current,Low
630,630,37117,4,major_purchase,2024-07-01,paid,Low
631,631,24761,9.88,debt_consolidation,2022-06-24,current,Medium
632,632,15572,11.06,debt_consolidation,2023-11-22,default,Medium
633,633,2232,15.09,car,2024-03-31,current,Low
634,634,3836,9.51,debt_consolidation,2023-09-29,default,Low
635,635,2917,10.6,debt_consolidation,2024-09-28,current,Low
636,636,34089,6.5,small_business,2020-07-21,current,Medium
637,637,1283,11.45,other,2020-07-21,current,Low
638,638,8033,9.58,debt_consolidation,2021-12-27,current,Low
639,639,35060,8.53,debt_consolidation,2024-04-10,paid,Medium
640,640,21447,12.16,major_purchase,2024-09-18,current,Low
641,641,32173,13.41,other,2022-01-22,default,Medium
642,642,10395,14.23,home_improvement,2023-11-24,current,Low
643,643,27495,14.01,debt_consolidation,2024-09-12,current,Low
644,644,27229,8.27,home_improvement,2023-09-27,current,Medium
645,645,33589,10.1,debt_consolidation,2020-10-02,default,Medium
646,646,22427,12.42,debt_consolidation,2023-06-27,current,Medium
647,647,33129,9.41,small_business,2023-01-15,paid,Low
648,648,26141,12.84,medical,2024-10-12,current,Low
649,649,33209,9.39,medical,2021-10-01,current,Medium
650,650,32189,6.86,small_business,2020-11-16,current,Low
651,651,5025,5.89,debt_consolidation,2020-04-02,paid,Low
652,652,29059,6.42,home_improvement,2022-01-01,paid,Medium
653,653,20982,13.56,debt_consolidation,2020-12-13,default,Low
654,654,31782,8.43,education,2021-10-10,current,Low
655,655,33949,15.53,car,2023-09-28,paid,Medium
656,656,36116,12.15,debt_consolidation,2021-06-27,default,Low
657,657,7208,10.24,education,2021-07-13,paid,Low
658,658,20654,6.43,medical,2023-01-10,paid,Low
659,659,34831,7.56,other,2023-03-27,current,Low
660,660,29424,17.67,other,2024-01-28,current,Medium
661,661,29533,16.93,home_improvement,2024-10-27,current,Medium
662,662,16475,6.84,home_improvement,2020-08-20,paid,Low
663,663,3425,13.13,debt_consolidation,2021-07-12,paid,Low
664,664,32840,19.0,car,2020-04-23,current,Medium
665,665,6918,9.61,home_improvement,2024-09-15,current,Low
666,666,35423,10.01,debt_consolidation,2024-12-16,default,Medium
667,667,16462,6.32,other,2021-03-22,default,High
668,668,25556,17.34,major_purchase,2020-08-19,paid,Low
669,669,25100,5.54,car,2020-02-13,paid,High
670,670,16707,10.72,debt_consolidation,2022-02-26,paid,Low
671,671,26458,17.57,debt_consolidation,2022-03-15,current,Low
672,672,29760,14.74,education,2024-12-06,current,Low
673,673,28063,4,other,2021-11-12,current,Medium
674,674,36895,7.49,major_purchase,2022-07-17,current,Low
675,675,14112,13.99,education,2021-10-04,current,Low
676,676,21932,4.28,medical,2024-11-23,current,Low
677,677,12920,9.47,home_improvement,2022-02-11,current,Low
678,678,6831,9.32,other,2021-02-10,paid,Medium
679,679,12149,10.66,other,2020-08-28,default,Low
680,680,14313,7.87,debt_consolidation,2024-10-31,current,Medium
681,681,19544,13.14,major_purchase,2021-01-22,current,Low
682,682,39201,16.36,major_purchase,2022-07-27,default,Medium
683,683,17792,6.17,debt_consolidation,2023-02-14,default,Medium
684,684,3982,11.81,debt_consolidation,2022-10-30,paid,High
685,685,18058,10.98,debt_consolidation,2022-10-06,current,Medium
686,686,3894,11.58,other,2022-10-19,current,Low
687,687,18285,20.01,small_business,2022-06-11,current,Low
688,688,29835,8.9,debt_consolidation,2020-10-31,default,Medium
689,689,33434,12.41,debt_consolidation,2021-12-31,current,Low
690,690,19619,10.47,debt_consolidation,2020-12-10,current,Medium
691,691,38407,25.71,debt_consolidation,2020-06-06,paid,Medium
692,692,25481,23.03,education,2020-08-05,current,Low
693,693,39941,8.29,education,2021-11-05,current,Low
694,694,9475,11.99,debt_consolidation,2020-04-09,current,High
695,695,17722,10.41,debt_consolidation,2024-04-27,current,Low
696,696,11101,8.78,debt_consolidation,2022-10-02,current,Low
697,697,25081,9.72,small_business,2022-09-29,current,Low
698,698,13213,14.25,medical,2022-05-22,default,Medium
699,699,35555,6.94,education,2022-12-10,default,Medium
700,700,20687,22.95,car,2022-12-07,current,Low
701,701,31451,11.6,major_purchase,2023-03-10,current,Medium
702,702,12941,12.67,car,2020-04-02,default,Medium
703,703,18371,13.66,home_improvement,2024-11-19,current,Low
704,704,1383,10.63,home_improvement,2020-01-28,paid,Low
705,705,24640,10.84,major_purchase,2023-11-14,paid,High
706,706,13335,18.86,other,2021-03-04,current,Low
707,707,31371,8.13,debt_consolidation,2022-05-14,default,Low
708,708,39353,10.98,debt_consolidation,2021-08-26,current,Medium
709,709,33486,7.38,major_purchase,2023-05-05,current,Low
710,710,32975,11.46,debt_consolidation,2020-05-04,current,Low
711,711,33426,9.41,education,2023-08-16,paid,Medium
712,712,15398,15.43,education,2023-11-03,paid,Low
713,713,28319,14.45,car,2023-10-10,current,Medium
714,714,32646,9.74,debt_consolidation,2021-02-12,paid,Low
715,715,2188,14.59,home_improvement,2021-06-18,paid,Medium
716,716,15856,12.29,debt_consolidation,2021-04-03,current,Low
717,717,34776,6.94,education,2020-08-01,current,Low
718,718,7676,13.21,car,2020-03-26,current,Low
719,719,34154,14.77,medical,2024-11-17,paid,Low
720,720,1431,8.5,debt_consolidation,2024-07-15,paid,Medium
721,721,17085,7.96,debt_consolidation,2024-03-23,current,Low
722,722,34826,7.79,car,2022-01-10,current,Medium
723,723,11769,11.42,medical,2022-03-16,current,Medium
724,724,35064,14.01,other,2022-05-08,paid,Medium
725,725,19335,4,other,2023-06-04,current,Medium
726,726,23626,8.09,other,2024-05-19,current,Low
727,727,9257,11.07,small_business,2023-01-12,paid,Low
728,728,36385,9.64,education,2021-05-09,current,Low
729,729,34259,4.37,home_improvement,2020-04-07,current,Low
730,730,39115,12.12,small_business,2023-07-09,current,Low
731,731,10173,5.63,major_purchase,2022-11-30,current,Low
732,732,28004,12.64,debt_consolidation,2020-05-07,current,Low
733,733,26872,8.36,other,2023-04-11,current,Low
734,734,34147,7.87,debt_consolidation,2023-12-27,paid,Medium
735,735,11278,7.86,other,2022-01-26,current,Low
736,736,8716,14.42,home_improvement,2022-02-05,paid,Low
737,737,19578,16.44,debt_consolidation,2024-08-04,current,Medium
738,738,23139,14.58,car,2022-08-31,current,Low
739,739,10763,6.88,other,2021-10-28,paid,Low
740,740,30038,9.87,major_purchase,2023-08-15,default,Medium
741,741,6580,17.37,debt_consolidation,2023-06-21,current,Low
742,742,35855,7.27,debt_consolidation,2020-02-08,paid,Low
743,743,27332,14.49,education,2022-10-03,current,Low
744,744,8513,9.3,other,2023-01-14,paid,Low
745,745,22318,15.83,debt_consolidation,2023-12-31,default,Low
746,746,4399,21.52,debt_consolidation,2024-03-20,current,Medium
747,747,37249,11.01,home_improvement,2022-09-18,default,Low
748,748,37353,10.23,education,2020-09-14,paid,Medium
749,749,12022,22.05,car,2023-01-05,current,Medium
750,750,11969,4,debt_consolidation,2022-09-14,paid,Low
751,751,11578,19.46,major_purchase,2023-02-27,paid,Low
752,752,14818,4,education,2024-06-30,paid,Low
753,753,22078,8.92,home_improvement,2022-07-30,current,Low
754,754,1627,9.43,major_purchase,2022-04-26,current,Medium
755,755,36300,15.99,debt_consolidation,2024-08-31,current,Medium
756,756,1552,8.67,debt_consolidation,2022-01-28,current,Medium
757,757,6896,20.85,car,2023-07-04,paid,Low
758,758,14702,13.07,debt_consolidation,2024-08-08,current,Medium
759,759,38037,14.3,debt_consolidation,2023-04-19,paid,Low
760,760,2515,7.61,other,2023-11-20,current,Low
761,761,4398,12.05,other,2021-10-23,paid,High
762,762,15715,12.79,debt_consolidation,2022-05-10,current,Low
763,763,15786,7.03,other,2022-05-17,current,Medium
764,764,29308,14.16,car,2023-04-28,current,Medium
765,765,22862,13.67,small_business,2021-04-29,current,Low
766,766,4977,8.27,other,2022-02-11,paid,Low
767,767,29301,9.9,debt_consolidation,2023-10-19,default,Medium
768,768,1695,9.23,medical,2022-08-08,current,Low
769,769,22508,9.33,education,2020-08-09,paid,Low
770,770,24290,10.83,medical,2024-01-24,current,Medium
771,771,24445,15.81,home_improvement,2024-12-17,current,Medium
772,772,10476,22.26,debt_consolidation,2022-11-04,current,Low
773,773,5482,11.16,home_improvement,2023-09-29,paid,Medium
774,774,20636,7.86,home_improvement,2020-11-28,default,Medium
775,775,31574,9.25,education,2021-05-04,current,Low
776,776,1440,14.84,home_improvement,2020-05-31,paid,Low
777,777,2945,5.51,debt_consolidation,2021-08-04,paid,Low
778,778,18156,14.64,other,2020-02-12,current,Low
779,779,25224,14.34,car,2023-09-15,paid,Low
780,780,9571,10.98,car,2021-01-27,current,Medium
781,781,13392,13.23,other,2021-08-25,current,Medium
782,782,33046,6.4,debt_consolidation,2020-06-15,current,Medium
783,783,25527,17.35,medical,2022-08-08,paid,Low
784,784,39271,10.76,education,2021-02-28,paid,Medium
785,785,25517,19.87,debt_consolidation,2020-06-22,paid,Low
786,786,28925,9.75,medical,2022-06-04,current,Low
787,787,24533,14.64,other,2021-08-26,current,Low
788,788,3508,11.19,small_business,2021-11-14,paid,Medium
789,789,10035,9.85,other,2024-03-20,current,Medium
790,790,27591,15.62,car,2024-03-31,current,Medium
791,791,14754,9.85,medical,2022-11-22,current,Medium
792,792,29101,13.43,car,2023-11-30,current,Low
793,793,1634,18.24,medical,2023-09-11,current,High
794,794,22369,15.96,education,2023-03-08,current,Low
795,795,38609,9.02,other,2022-02-19,paid,Low
796,796,20965,15.28,debt_consolidation,2020-08-01,current,Medium
797,797,26289,12.45,debt_consolidation,2021-04-22,paid,Low
798,798,26631,12.25,debt_consolidation,2020-08-14,default,Medium
799,799,32115,13.98,debt_consolidation,2023-03-23,current,Medium
800,800,5192,12.48,car,2023-05-23,current,Medium
801,801,19868,13.3,education,2022-07-23,paid,Medium
802,802,12768,5.03,other,2024-02-10,current,Low
803,803,11350,15.5,debt_consolidation,2023-07-10,current,Medium
804,804,37229,6.96,debt_consolidation,2022-01-25,default,Medium
805,805,31288,12.93,debt_consolidation,2023-08-01,current,Low
806,806,8515,8.83,major_purchase,2020-10-06,paid,Low
807,807,10191,11.11,medical,2021-07-25,current,Low
808,808,6084,16.76,major_purchase,2020-01-23,current,Low
809,809,4129,13.29,car,2024-07-19,current,Medium
810,810,4189,7.97,car,2024-04-20,paid,Low
811,811,13592,12.1,major_purchase,2020-05-09,paid,Low
812,812,8057,14.1,car,2021-10-22,current,Low
813,813,24368,11.24,home_improvement,2020-01-31,current,Low
814,814,25181,14.96,debt_consolidation,2024-12-18,paid,Medium
815,815,12236,9.25,debt_consolidation,2020-07-13,current,Low
816,816,21838,13.84,other,2023-09-26,current,Low
817,817,39500,15.85,major_purchase,2020-01-28,paid,Low
818,818,4927,5.29,debt_consolidation,2022-10-18,paid,Medium
819,819,22541,9.5,debt_consolidation,2021-10-12,current,Medium
820,820,22710,5.85,home_improvement,2021-02-25,current,Low
821,821,35175,9.32,home_improvement,2022-06-24,current,Low
822,822,9228,16.0,debt_consolidation,2023-04-28,current,Medium
823,823,13945,14.01,debt_consolidation,2020-12-27,current,Low
824,824,24565,19.6,home_improvement,2020-12-09,paid,Medium
825,825,25996,20.23,medical,2020-06-19,current,High
826,826,30727,8.95,debt_consolidation,2023-02-25,current,Low
827,827,33813,14.14,major_purchase,2022-02-05,current,Low
828,828,5668,14.28,home_improvement,2020-03-20,current,Low
829,829,23844,4,small_business,2022-09-27,current,Low
830,830,24685,9.03,education,2023-10-17,default,Medium
831,831,38902,11.23,other,2024-09-19,default,Medium
832,832,34982,15.19,other,2024-11-29,current,Low
833,833,21183,10.82,major_purchase,2024-03-21,current,Medium
834,834,14731,8.38,other,2022-03-26,current,Low
835,835,28318,15.94,education,2024-02-10,paid,Medium
836,836,38164,12.4,car,2021-01-15,paid,Low
837,837,8156,11.13,other,2020-12-06,default,Medium
838,838,7606,12.54,debt_consolidation,2021-06-28,current,Low
839,839,35083,18.88,other,2024-04-08,paid,Low
840,840,21658,17.18,car,2022-01-09,current,Medium
841,841,27332,11.71,major_purchase,2024-12-23,current,Medium
842,842,30616,9.98,education,2023-09-11,current,Medium
843,843,24606,10.07,other,2024-07-11,current,High
844,844,32203,4.91,other,2024-10-21,current,Medium
845,845,34071,4.15,debt_consolidation,2022-10-16,current,Low
846,846,36433,15.79,debt_consolidation,2021-03-09,default,Medium
847,847,22397,11.96,other,2024-04-18,paid,Low
848,848,33241,13.51,debt_consolidation,2023-11-17,paid,Medium
849,849,26011,13.45,education,2024-05-26,current,Medium
850,850,39810,13.14,other,2024-03-04,current,Low
851,851,36101,11.89,debt_consolidation,2022-03-05,current,Medium
852,852,26907,11.33,debt_consolidation,2024-10-11,current,Low
853,853,10559,12.0,major_purchase,2024-10-05,current,Low
854,854,38615,11.88,medical,2024-08-24,paid,Medium
855,855,15750,17.2,major_purchase,2020-04-17,current,Medium
856,856,11432,19.0,other,2023-01-27,current,Low
857,857,19505,12.97,major_purchase,2021-02-03,current,Low
858,858,20927,4.25,medical,2020-12-01,current,Medium
859,859,1598,19.0,home_improvement,2024-10-19,current,Medium
860,860,4691,10.71,debt_consolidation,2022-08-28,default,High
861,861,27476,6.14,debt_consolidation,2020-08-31,paid,Low
862,862,6872,8.82,car,2024-11-06,current,Medium
863,863,34406,12.15,debt_consolidation,2023-04-16,current,Medium
864,864,29420,9.57,debt_consolidation,2020-09-13,default,Medium
865,865,37441,18.72,car,2024-05-23,current,Low
866,866,14596,5.11,other,2020-08-28,paid,Medium
867,867,14515,10.05,education,2020-06-28,current,Medium
868,868,1005,21.93,debt_consolidation,2020-04-04,current,Low
869,869,35253,13.78,other,2021-12-22,current,Medium
870,870,15104,14.57,other,2023-05-18,current,Medium
871,871,11703,14.38,home_improvement,2020-06-19,current,Low
872,872,13624,17.4,major_purchase,2023-02-28,current,Medium
873,873,17220,18.44,debt_consolidation,2020-09-12,current,Low
874,874,10589,16.65,other,2021-04-07,default,High
875,875,35503,9.91,major_purchase,2021-09-19,current,Low
876,876,7492,10.57,other,2020-12-15,paid,Low
877,877,27388,5.66,medical,2020-09-18,paid,Low
878,878,25258,16.05,major_purchase,2021-05-25,current,Medium
879,879,29034,7.49,small_business,2024-01-11,current,Medium
880,880,6907,10.68,education,2020-06-06,current,Medium
881,881,1700,6.92,other,2022-05-18,current,Low
882,882,9171,6.48,home_improvement,2023-06-16,paid,Low
883,883,35610,11.21,major_purchase,2020-03-27,current,Low
884,884,9737,11.58,small_business,2020-04-14,current,Low
885,885,8724,10.44,debt_consolidation,2022-09-16,paid,Medium
886,886,34785,15.34,car,2020-03-13,current,Low
887,887,8023,12.16,debt_consolidation,2024-12-28,current,Low
888,888,27916,16.64,debt_consolidation,2022-09-25,default,Low
889,889,36155,14.7,car,2020-08-10,current,Low
890,890,14006,11.57,debt_consolidation,2021-08-06,default,Medium
891,891,18419,14.25,debt_consolidation,2022-09-28,current,Medium
892,892,26483,4,debt_consolidation,2020-08-08,current,Low
893,893,1526,18.0,medical,2021-08-15,paid,Low
894,894,8537,9.45,other,2023-12-06,paid,Low
895,895,39744,7.5,education,2020-10-31,paid,Low
896,896,4339,14.47,home_improvement,2022-12-11,paid,Low
897,897,20941,12.62,debt_consolidation,2022-01-14,paid,Low
898,898,22078,12.12,debt_consolidation,2022-08-24,paid,Medium
899,899,1895,14.58,major_purchase,2024-04-26,current,Low
900,900,19084,7.17,debt_consolidation,2022-02-25,default,Medium
901,901,13480,14.68,debt_consolidation,2022-07-01,current,Medium
902,902,11071,4,debt_consolidation,2021-01-27,current,Low
903,903,8695,10.68,other,2020-05-18,paid,High
904,904,19982,14.78,debt_consolidation,2023-03-05,default,Medium
905,905,5914,12.15,debt_consolidation,2024-03-17,current,Low
906,906,39804,12.33,major_purchase,2024-12-05,current,Medium
907,907,18597,19.81,small_business,2020-12-16,paid,Medium
908,908,4376,10.85,education,2021-05-24,current,Medium
909,909,36997,4.07,debt_consolidation,2020-09-30,current,Low
910,910,19329,5.18,debt_consolidation,2020-02-02,current,Medium
911,911,17865,16.1,other,2023-07-23,current,Low
912,912,26917,17.4,debt_consolidation,2021-04-19,current,Low
913,913,12541,12.11,debt_consolidation,2022-10-01,current,Low
914,914,13310,7.13,debt_consolidation,2020-05-27,paid,Medium
915,915,1772,9.85,education,2022-02-12,paid,Medium
916,916,18541,11.15,debt_consolidation,2023-07-08,current,Low
917,917,6568,10.06,debt_consolidation,2022-09-10,current,Low
918,918,18528,12.4,education,2020-09-09,default,Low
919,919,15700,9.29,debt_consolidation,2022-05-24,current,Low
920,920,8366,17.5,medical,2020-08-13,paid,Low
921,921,6557,15.27,other,2023-05-23,paid,Low
922,922,19809,15.83,home_improvement,2020-07-31,paid,Low
923,923,10741,5.27,car,2020-10-27,paid,Medium
924,924,19250,10.2,debt_consolidation,2021-10-23,current,Medium
925,925,22853,14.83,debt_consolidation,2023-09-01,current,Low
926,926,6479,12.23,education,2022-05-13,current,Low
927,927,2124,13.98,home_improvement,2022-08-28,current,Medium
928,928,20313,5.47,medical,2024-09-06,current,Medium
929,929,10376,10.8,home_improvement,2020-02-23,current,Low
930,930,11366,9.77,debt_consolidation,2022-01-18,paid,Low
931,931,35566,14.05,major_purchase,2021-09-05,current,Low
932,932,3104,12.16,education,2020-12-21,current,Medium
933,933,33890,9.49,home_improvement,2021-04-10,current,Low
934,934,4669,11.71,debt_consolidation,2021-01-11,current,Low
935,935,25934,12.68,debt_consolidation,2024-07-03,current,Low
936,936,16697,17.28,debt_consolidation,2023-01-14,paid,Low
937,937,16750,14.48,debt_consolidation,2023-03-13,current,Low
938,938,24373,20.81,major_purchase,2022-03-26,current,Medium
939,939,34002,10.27,debt_consolidation,2024-07-11,current,Medium
940,940,31350,11.19,debt_consolidation,2023-07-05,paid,Low
941,941,33874,6.36,small_business,2024-02-01,current,Low
942,942,29239,15.2,debt_consolidation,2023-12-30,current,Medium
943,943,33605,13.04,debt_consolidation,2020-01-31,default,Medium
944,944,20372,12.03,debt_consolidation,2021-07-27,current,Low
945,945,29969,16.52,education,2020-10-14,current,Medium
946,946,9453,16.6,medical,2022-11-15,current,Low
947,947,3796,11.88,education,2023-08-11,default,Low
948,948,38364,13.56,home_improvement,2020-05-29,paid,Low
949,949,8151,12.97,debt_consolidation,2024-02-07,paid,Low
950,950,32869,12.85,debt_consolidation,2024-02-27,current,Low
951,951,25922,14.2,debt_consolidation,2024-07-13,current,Low
952,952,18684,4.71,debt_consolidation,2020-12-26,default,Medium
953,953,18003,13.25,debt_consolidation,2020-04-20,paid,Low
954,954,32162,15.19,small_business,2024-05-24,paid,Low
955,955,14012,12.36,debt_consolidation,2023-09-29,current,Medium
956,956,10863,5.47,other,2020-10-29,current,Low
957,957,9239,18.38,education,2023-08-01,current,Medium
958,958,15164,5.48,home_improvement,2021-01-26,current,Low
959,959,9175,12.87,major_purchase,2023-08-21,current,High
960,960,12522,16.86,medical,2022-02-03,paid,Low
961,961,19562,6.95,major_purchase,2024-10-21,default,Medium
962,962,36699,12.96,debt_consolidation,2022-06-28,current,Medium
963,963,8503,18.73,debt_consolidation,2022-08-19,current,Low
964,964,26939,8.85,debt_consolidation,2022-02-06,current,Medium
965,965,16830,20.08,debt_consolidation,2022-04-29,default,Low
966,966,38498,7.1,other,2021-05-10,current,Low
967,967,26586,7.02,other,2020-12-21,paid,Medium
968,968,38809,9.99,car,2024-09-22,current,Medium
969,969,39881,13.7,debt_consolidation,2023-06-19,current,Low
970,970,24469,9.89,debt_consolidation,2023-08-29,current,Low
971,971,4391,5.1,debt_consolidation,2020-10-21,current,Medium
972,972,19511,13.37,debt_consolidation,2021-01-04,paid,Low
973,973,5821,14.95,medical,2023-07-05,paid,Low
