ticker,date,open,high,low,close,volume
MSFT,2025-01-09,455.3398,455.3496,438.9176,448.1265,35627813
MSFT,2025-01-10,450.6354,457.6803,436.8424,448.7534,10362637
MSFT,2025-01-13,453.8337,455.0646,444.9194,450.4043,17778350
MSFT,2025-01-14,444.7883,448.7744,434.0304,440.7056,31954445
MSFT,2025-01-15,451.198,458.237,444.293,452.2665,9920378
MSFT,2025-01-16,462.1692,463.3498,444.9841,455.4933,7009489
MSFT,2025-01-17,452.6448,462.7047,449.684,457.8027,25935565
MSFT,2025-01-20,459.2448,472.9878,456.8511,462.8702,7883478
MSFT,2025-01-21,444.8639,450.7896,444.6163,448.5532,13697159
MSFT,2025-01-22,459.3854,463.7633,454.3732,459.3927,9989935
MSFT,2025-01-23,457.2616,465.5648,454.5321,456.3972,2605274
MSFT,2025-01-24,460.0214,463.9609,444.7972,456.7024,24537719
MSFT,2025-01-27,464.0303,471.6093,457.6288,459.1461,17843912
MSFT,2025-01-28,451.5512,459.1718,446.1245,454.8019,13939791
MSFT,2025-01-29,469.2897,471.3149,451.3011,462.7268,8514285
MSFT,2025-01-30,457.847,471.5911,457.3329,461.0561,15744583
MSFT,2025-01-31,460.0343,460.1261,456.8923,458.2077,9672821
MSFT,2025-02-03,452.8203,453.5299,447.3187,451.3008,6403395
MSFT,2025-02-04,452.3975,454.4009,450.4554,452.2366,5780492
MSFT,2025-02-05,444.5894,451.6109,443.2165,448.8699,21797693
MSFT,2025-02-06,443.6423,447.6468,441.2202,445.863,24336453
MSFT,2025-02-07,446.2885,448.5585,433.4251,441.3279,54797876
MSFT,2025-02-10,448.8505,452.0697,434.5306,443.0326,23990351
MSFT,2025-02-11,446.1116,448.5321,433.9932,444.8083,27577996
MSFT,2025-02-12,446.1763,447.2177,433.789,441.1155,62047621
MSFT,2025-02-13,451.9203,458.2554,448.1323,448.2605,15649132
MSFT,2025-02-14,450.4863,452.6629,443.3576,444.2364,4219489
MSFT,2025-02-17,443.2369,445.8032,437.1918,440.333,53725757
MSFT,2025-02-18,450.1514,451.381,441.3315,443.297,31572342
MSFT,2025-02-19,442.0653,446.5076,437.6582,443.2152,6414407
MSFT,2025-02-20,435.2853,453.0869,434.9675,441.9154,22839821
MSFT,2025-02-21,451.0097,454.3678,445.8751,447.634,21673695
MSFT,2025-02-24,458.411,462.9357,451.8314,453.8146,16739485
MSFT,2025-02-25,455.7865,469.2155,446.4347,458.2332,23526205
MSFT,2025-02-26,465.5743,470.8834,458.1955,466.7974,19374393
MSFT,2025-02-27,469.4796,476.2783,457.0863,467.6154,26570039
MSFT,2025-02-28,464.6649,476.0483,462.168,472.1659,39283479
MSFT,2025-03-03,462.4278,478.7402,461.974,470.0981,16731039
MSFT,2025-03-04,460.773,470.019,458.1188,467.4983,7755796
MSFT,2025-03-05,455.0488,456.2056,448.4068,455.6548,10095931
MSFT,2025-03-06,451.36,458.7431,449.7745,457.9278,69264767
MSFT,2025-03-07,468.7127,469.5221,466.2949,467.2827,72284594
MSFT,2025-03-10,449.8008,454.9625,448.8637,453.5464,12919941
MSFT,2025-03-11,452.8724,454.0621,442.8779,447.8615,20338396
MSFT,2025-03-12,456.7728,461.3978,451.4036,454.7075,27868818
MSFT,2025-03-13,443.5295,449.8555,430.4674,440.6934,67997634
MSFT,2025-03-14,453.0105,453.908,440.6246,446.848,18068370
MSFT,2025-03-17,438.5194,443.1004,436.2906,440.1171,20712110
MSFT,2025-03-18,434.916,444.7849,428.356,439.8868,6651364
MSFT,2025-03-19,431.1299,443.6209,427.6537,436.414,50016016
MSFT,2025-03-20,434.3124,436.7838,423.8673,435.0845,10565171
MSFT,2025-03-21,429.0908,437.2695,428.7012,437.0622,23514184
MSFT,2025-03-24,431.9685,442.3872,427.8885,439.7428,24694862
MSFT,2025-03-25,437.419,443.3657,423.5422,432.8092,15974222
MSFT,2025-03-26,443.5086,445.7456,436.411,438.2747,26267894
MSFT,2025-03-27,432.2654,438.9926,424.7749,431.6588,8327758
MSFT,2025-03-28,419.2843,430.1444,419.0638,427.7829,6695278
MSFT,2025-03-31,430.6539,434.1331,420.4824,429.2571,33771812
MSFT,2025-04-01,427.6483,433.0782,426.6041,428.9428,11113137
MSFT,2025-04-02,425.3089,427.5872,424.2281,425.3642,34537083
MSFT,2025-04-03,437.8981,439.3077,425.3309,436.0426,22273893
MSFT,2025-04-04,439.302,440.2497,427.6297,435.9566,14429116
MSFT,2025-04-07,443.091,448.9045,433.9419,440.8402,5808165
MSFT,2025-04-08,449.7321,455.5224,444.8512,446.8828,19678983
MSFT,2025-04-09,445.6074,445.7002,432.5525,442.9117,18507879
MSFT,2025-04-10,451.4893,454.0798,441.7675,446.5371,69930399
MSFT,2025-04-11,441.1875,457.0445,439.7466,450.9986,12747808
MSFT,2025-04-14,454.8001,457.5597,442.9336,449.6933,20528366
MSFT,2025-04-15,454.3529,457.9224,451.6152,452.9303,7142982
MSFT,2025-04-16,448.7771,449.5689,448.6318,449.5587,54016222
MSFT,2025-04-17,440.3926,457.3441,437.3458,446.2122,14401629
MSFT,2025-04-18,448.668,449.8617,438.1916,440.9268,3694946
MSFT,2025-04-21,432.3049,443.5209,426.8955,433.2401,19042617
MSFT,2025-04-22,449.8516,451.2681,437.6931,442.6754,8914149
MSFT,2025-04-23,438.051,440.748,430.9992,440.2178,14882479
MSFT,2025-04-24,440.7797,449.9599,430.7285,442.1797,9528041
MSFT,2025-04-25,449.0418,452.5466,448.5299,449.465,4636309
MSFT,2025-04-28,435.2621,439.0942,426.5384,437.6775,4219806
MSFT,2025-04-29,429.9903,440.0497,426.6915,433.0926,34585137
MSFT,2025-04-30,422.8671,437.3523,422.622,431.4038,7311677
MSFT,2025-05-01,434.0777,437.9824,425.141,429.6289,4119066
MSFT,2025-05-02,431.6238,442.2917,425.7805,433.1233,6021999
MSFT,2025-05-05,435.8737,440.3666,431.249,434.9629,9985591
MSFT,2025-05-06,420.9957,425.8156,419.1873,421.8005,6650105
MSFT,2025-05-07,421.3103,423.2674,406.0096,414.4902,22998998
MSFT,2025-05-08,402.5334,412.9278,400.8029,407.8962,8681493
MSFT,2025-05-09,411.4345,414.8428,400.3721,403.7802,8334582
MSFT,2025-05-12,399.2112,399.2726,398.9912,399.0338,10212875
MSFT,2025-05-13,393.0378,396.6424,385.1781,391.2417,20234518
MSFT,2025-05-14,386.2962,397.1268,383.697,394.1141,8642370
MSFT,2025-05-15,386.7895,392.6198,384.9227,389.3577,8073273
MSFT,2025-05-16,397.507,399.9387,390.8286,393.0758,6447588
MSFT,2025-05-19,391.7614,397.5121,383.679,386.8201,11709331
MSFT,2025-05-20,389.3138,391.5626,384.8919,391.4555,16447780
MSFT,2025-05-21,377.2235,386.4267,375.9891,386.3206,13602175
MSFT,2025-05-22,377.8355,391.8713,377.2646,387.5906,12850413
MSFT,2025-05-23,387.4617,391.9031,382.1553,382.3469,26575889
MSFT,2025-05-26,381.2724,385.0816,380.189,381.292,65816188
MSFT,2025-05-27,378.2698,381.1797,366.2955,375.3992,10375151
MSFT,2025-05-28,376.5464,381.9358,367.7957,373.5006,26653067
MSFT,2025-05-29,373.6948,382.2446,363.1033,373.3996,7870519
MSFT,2025-05-30,359.669,364.9241,355.4198,364.7768,32837633
MSFT,2025-06-02,364.1448,364.4529,363.9826,364.4465,16079017
MSFT,2025-06-03,357.6699,359.8513,350.0005,358.8386,31527052
MSFT,2025-06-04,354.7277,366.0113,347.592,356.9954,22394623
MSFT,2025-06-05,365.7383,366.0335,352.1408,360.3864,20926214
MSFT,2025-06-06,351.1813,358.1181,350.8025,355.2215,3373172
MSFT,2025-06-09,357.9604,365.2141,349.7538,356.2072,2501339
MSFT,2025-06-10,366.7606,369.8497,361.4776,361.7908,59230069
MSFT,2025-06-11,364.9271,370.3251,362.9165,363.396,30712562
MSFT,2025-06-12,362.1423,362.6693,354.149,360.153,95665254
MSFT,2025-06-13,359.911,360.6503,353.0763,357.2544,21805872
MSFT,2025-06-16,343.5697,350.2119,339.5361,348.6192,41453557
MSFT,2025-06-17,349.9495,352.5537,346.086,349.4195,9782827
MSFT,2025-06-18,347.0366,360.5509,343.9845,351.4673,10721227
MSFT,2025-06-19,353.1473,353.3099,350.9227,353.2324,10571420
MSFT,2025-06-20,351.6295,358.7173,348.4851,351.0011,8581847
MSFT,2025-06-23,350.8065,357.4319,346.8758,354.5957,9846845
MSFT,2025-06-24,355.5642,357.3946,347.3496,355.7114,34111690
MSFT,2025-06-25,351.7503,356.5535,350.9866,351.7845,12629686
MSFT,2025-06-26,349.6719,350.7475,342.9614,349.7623,27817324
MSFT,2025-06-27,349.0899,352.0672,348.4148,349.6527,14118386
MSFT,2025-06-30,354.4543,367.3981,350.4375,358.1724,35184946
GOOGL,2022-01-03,120.7073,123.7658,118.4411,120.2395,9459309
GOOGL,2022-01-04,120.4387,122.6128,117.7197,119.9595,45709373
GOOGL,2022-01-05,120.212,120.8183,118.9889,119.6435,7387876
GOOGL,2022-01-06,118.5992,121.8944,118.2273,121.3808,56371268
GOOGL,2022-01-07,122.6262,124.8918,120.7827,123.0711,27451883
GOOGL,2022-01-10,126.2764,129.1291,124.6488,127.0958,26715298
GOOGL,2022-01-11,125.5654,127.6858,124.9309,125.9563,10208296
GOOGL,2022-01-12,127.5485,128.0592,124.0108,125.1367,22181023
GOOGL,2022-01-13,125.2265,125.8906,121.6308,124.7746,3088415
GOOGL,2022-01-14,125.8785,129.3615,122.9179,126.6714,30023072
GOOGL,2022-01-17,126.9262,128.8069,126.3601,126.5003,68903001
GOOGL,2022-01-18,125.233,126.8329,124.0684,126.0885,14459525
GOOGL,2022-01-19,125.5426,127.425,123.4937,126.6551,11817792
GOOGL,2022-01-20,126.5787,129.3007,123.7903,125.7407,10847939
GOOGL,2022-01-21,127.7492,130.6678,127.134,128.5042,5751104
GOOGL,2022-01-24,125.7929,128.4325,125.1979,127.3342,12709542
GOOGL,2022-01-25,125.3511,127.1952,124.0771,126.7268,7760087
GOOGL,2022-01-26,128.3016,128.7025,126.5682,127.4407,9048299
GOOGL,2022-01-27,126.1924,129.6095,124.3015,127.634,11406230
GOOGL,2022-01-28,125.9608,128.2795,125.7381,127.2055,9115230
GOOGL,2022-01-31,124.2165,127.6683,121.9392,124.1636,17396209
GOOGL,2022-02-01,126.7354,130.2416,126.1809,129.3635,5528832
GOOGL,2022-02-02,126.3475,129.6955,125.159,128.2373,10052420
GOOGL,2022-02-03,126.6805,131.1188,126.548,128.8301,12654363
GOOGL,2022-02-04,128.9923,131.8216,128.1573,129.4897,15523149
GOOGL,2022-02-07,133.1779,137.2264,131.0888,133.8563,17628420
GOOGL,2022-02-08,133.4142,137.0476,131.9265,134.6277,17714004
GOOGL,2022-02-09,133.3702,135.5848,131.0223,134.0051,45265049
GOOGL,2022-02-10,132.3079,135.0258,127.9649,131.2973,13040091
GOOGL,2022-02-11,127.5325,130.1972,125.9613,129.5286,17924428
GOOGL,2022-02-14,131.2799,132.4446,127.7054,129.9491,5854973
GOOGL,2022-02-15,129.8304,132.1298,129.3286,131.6872,29203584
GOOGL,2022-02-16,135.251,136.6371,132.5562,134.7516,26015428
GOOGL,2022-02-17,133.2179,133.6199,132.7668,133.3217,5588811
GOOGL,2022-02-18,134.0966,137.942,130.7928,134.4463,40313595
GOOGL,2022-02-21,135.346,139.7781,133.7669,137.577,8071991
GOOGL,2022-02-22,135.4554,138.296,133.3519,137.1931,20202150
GOOGL,2022-02-23,134.1226,141.4719,133.2621,137.3403,9145987
GOOGL,2022-02-24,136.6004,138.1328,135.8049,138.0089,24408507
GOOGL,2022-02-25,136.7382,138.9059,133.3513,135.7239,21796717
GOOGL,2022-02-28,137.1861,140.0592,135.7286,139.7222,12803438
GOOGL,2022-03-01,146.4733,146.9627,141.0725,143.7553,16285864
GOOGL,2022-03-02,146.8871,150.0627,146.5131,147.2563,11182740
GOOGL,2022-03-03,145.8187,148.0511,144.1671,146.6515,15395035
GOOGL,2022-03-04,147.0497,149.0069,143.7456,145.3883,18888587
GOOGL,2022-03-07,145.1291,145.8036,143.3781,143.4678,4865599
GOOGL,2022-03-08,143.1132,147.5,142.4777,143.8629,14219473
GOOGL,2022-03-09,141.0046,141.6375,138.6625,141.1189,33091064
GOOGL,2022-03-10,144.4989,146.3073,142.0672,142.6091,19595375
GOOGL,2022-03-11,141.3084,145.2452,140.0423,141.5383,15698525
GOOGL,2022-03-14,140.0354,142.027,137.7438,139.124,23326706
GOOGL,2022-03-15,140.1024,141.7319,139.9966,141.2067,25663515
GOOGL,2022-03-16,143.883,144.2321,140.5266,142.2491,22206108
GOOGL,2022-03-17,147.4078,148.1955,144.9471,145.854,8163561
GOOGL,2022-03-18,147.7107,148.4153,145.8932,147.4477,28436340
GOOGL,2022-03-21,142.9435,147.7264,142.6363,146.1652,20789136
GOOGL,2022-03-22,148.3494,149.6823,144.3233,148.2401,15130514
GOOGL,2022-03-23,150.7351,152.1307,147.9566,149.2741,13754821
GOOGL,2022-03-24,151.4216,152.8661,149.3873,151.1033,21233244
GOOGL,2022-03-25,150.264,152.7981,148.7119,149.234,10723945
GOOGL,2022-03-28,151.286,152.2164,146.4619,149.4444,108551152
GOOGL,2022-03-29,151.7195,152.5297,151.567,151.6962,9072278
GOOGL,2022-03-30,145.2602,148.3228,143.6605,145.4632,3217616
GOOGL,2022-03-31,142.9899,145.9003,141.9862,145.5386,24142332
GOOGL,2022-04-01,145.6957,147.3187,143.0085,146.9785,4844162
GOOGL,2022-04-04,143.0812,146.63,141.2953,145.2103,2172954
GOOGL,2022-04-05,143.9842,148.7976,143.7687,147.4616,6472208
GOOGL,2022-04-06,144.249,147.5685,144.2449,146.7304,19672325
GOOGL,2022-04-07,143.8217,146.4315,143.1341,145.2716,15148537
GOOGL,2022-04-08,148.3902,152.1617,147.0709,148.2511,47656340
GOOGL,2022-04-11,148.5475,151.5615,147.1487,148.1788,21726767
GOOGL,2022-04-12,147.0553,150.2098,144.786,148.3626,17232807
GOOGL,2022-04-13,146.7933,149.4248,142.7321,145.6352,29841105
GOOGL,2022-04-14,151.6445,153.2122,149.8293,150.6178,9919324
GOOGL,2022-04-15,155.7182,156.4833,150.5447,154.1107,3371132
GOOGL,2022-04-18,157.3763,158.2355,153.1387,154.2447,6968546
GOOGL,2022-04-19,149.3294,154.5827,148.5907,152.4909,47222307
GOOGL,2022-04-20,153.1718,155.37,150.4545,152.4123,24806604
GOOGL,2022-04-21,151.5139,151.8901,149.6495,151.4064,12626743
GOOGL,2022-04-22,154.5347,154.7839,150.0716,150.9989,52007170
GOOGL,2022-04-25,146.8831,151.8855,145.5888,147.8567,7068468
GOOGL,2022-04-26,145.3222,146.343,142.5297,144.7709,18229330
GOOGL,2022-04-27,145.7154,147.3231,145.1764,145.2375,27719047
GOOGL,2022-04-28,145.1578,145.3934,141.3257,145.3387,16247731
GOOGL,2022-04-29,142.1626,146.6503,142.056,143.8794,31932913
GOOGL,2022-05-02,143.2143,143.3611,138.4872,141.8654,11712302
GOOGL,2022-05-03,140.6454,146.3043,138.9297,142.6493,12761235
GOOGL,2022-05-04,141.9035,146.0385,141.2639,143.2135,16329096
GOOGL,2022-05-05,141.5749,143.1639,140.0189,143.0787,27878738
GOOGL,2022-05-06,139.7904,140.7646,139.4288,140.3415,7427103
GOOGL,2022-05-09,143.3383,144.3561,141.6679,141.9912,14532786
GOOGL,2022-05-10,138.8563,145.7415,137.6962,141.6521,7484798
GOOGL,2022-05-11,139.5223,140.9496,137.7203,140.8297,102347035
GOOGL,2022-05-12,140.2043,143.2354,138.1251,142.1362,27959365
GOOGL,2022-05-13,145.7042,147.3426,139.4104,143.0524,29692193
GOOGL,2022-05-16,144.7111,146.8702,140.2585,143.2644,16575124
GOOGL,2022-05-17,141.2736,146.1194,141.0955,143.7994,20254393
GOOGL,2022-05-18,141.4191,143.3927,141.3147,142.9638,36709266
GOOGL,2022-05-19,143.1638,147.7463,142.8915,145.7688,15803507
GOOGL,2022-05-20,149.1465,149.4905,147.8331,149.3469,8103829
GOOGL,2022-05-23,147.2531,149.4927,145.9912,146.3013,36474622
GOOGL,2022-05-24,143.347,144.1922,142.5799,144.0564,25162152
GOOGL,2022-05-25,145.8605,145.9832,143.2368,143.8307,18991861
GOOGL,2022-05-26,144.6786,147.051,142.6456,143.5842,13955137
GOOGL,2022-05-27,144.6454,147.9296,144.3066,145.0595,53236849
GOOGL,2022-05-30,145.7245,148.7793,142.987,146.2743,59691292
GOOGL,2022-05-31,148.7226,148.953,147.7759,148.3138,21074222
GOOGL,2022-06-01,148.8296,151.4575,147.0222,148.2745,73732146
GOOGL,2022-06-02,152.9151,152.9516,147.8748,150.3625,26839493
GOOGL,2022-06-03,154.4222,156.5294,152.9756,154.4061,27562746
GOOGL,2022-06-06,156.4915,156.847,154.364,155.7844,13978258
GOOGL,2022-06-07,157.4134,158.7106,156.5583,156.9991,12244332
GOOGL,2022-06-08,157.1793,162.3584,156.7149,158.0043,21807126
GOOGL,2022-06-09,164.0682,166.5178,163.1548,163.2388,8875577
GOOGL,2022-06-10,162.023,167.3383,158.8226,163.1809,6147544
GOOGL,2022-06-13,165.4713,169.0849,163.8033,166.9612,17359281
GOOGL,2022-06-14,167.1908,169.3218,163.9584,167.2535,22248917
GOOGL,2022-06-15,165.1717,171.2182,162.9313,166.337,38684129
GOOGL,2022-06-16,164.2949,167.164,162.5195,164.2617,40456941
GOOGL,2022-06-17,168.1297,168.474,163.5451,165.1413,19361135
GOOGL,2022-06-20,161.5753,161.9239,158.9984,161.0923,6906573
GOOGL,2022-06-21,167.7822,168.6637,161.0058,165.009,13909177
GOOGL,2022-06-22,164.8065,168.9293,160.4514,164.9825,40584030
GOOGL,2022-06-23,163.2752,165.421,163.2542,163.5449,19065655
GOOGL,2022-06-24,159.8965,162.7895,159.0288,161.5254,13118701
GOOGL,2022-06-27,162.0111,163.3888,160.1707,162.9524,5827188
GOOGL,2022-06-28,160.179,162.3831,159.2309,159.6449,15634604
GOOGL,2022-06-29,165.2217,166.3095,160.1331,162.7366,20255511
GOOGL,2022-06-30,167.5529,170.1339,163.2452,168.1357,3829636
GOOGL,2022-07-01,170.7778,175.5187,169.0331,170.4691,4349922
GOOGL,2022-07-04,166.2786,172.8008,165.4121,167.9728,20513143
GOOGL,2022-07-05,163.6927,166.8874,163.1376,165.2952,9436718
GOOGL,2022-07-06,169.6861,171.3306,165.3102,166.3125,9995837
GOOGL,2022-07-07,165.0039,169.1021,162.9958,164.786,4352243
GOOGL,2022-07-08,167.9031,167.9549,167.8402,167.9449,5749400
GOOGL,2022-07-11,163.8021,168.536,159.8747,164.8291,39521301
GOOGL,2022-07-12,161.5,162.096,159.5258,162.0796,7946874
GOOGL,2022-07-13,159.2206,162.4207,159.2121,161.1919,12683198
GOOGL,2022-07-14,156.7411,157.5521,154.4163,157.1134,6882534
GOOGL,2022-07-15,159.1686,161.4737,157.2306,158.1947,23645928
GOOGL,2022-07-18,160.6318,164.6108,157.2446,160.0375,5165660
GOOGL,2022-07-19,157.425,160.004,156.115,159.961,11563520
GOOGL,2022-07-20,155.6072,156.0051,151.5972,155.6183,9687273
GOOGL,2022-07-21,146.1889,148.0438,146.1451,146.3249,77554717
GOOGL,2022-07-22,142.5733,145.499,141.7523,142.951,6099510
GOOGL,2022-07-25,139.6973,141.9496,137.8865,138.9127,28695081
GOOGL,2022-07-26,141.3739,141.6744,140.9154,141.3105,9654482
GOOGL,2022-07-27,139.9304,140.7778,138.7917,139.3881,5516143
GOOGL,2022-07-28,139.3993,139.9389,137.1727,139.862,9536159
GOOGL,2022-07-29,137.4379,140.3817,136.3059,139.5233,11308013
GOOGL,2022-08-01,137.6262,139.2185,135.2651,137.6574,23232361
GOOGL,2022-08-02,136.3798,137.9454,135.1416,136.8146,75978530
GOOGL,2022-08-03,137.757,138.96,135.5812,136.6847,10320826
GOOGL,2022-08-04,138.9113,141.0919,134.0867,137.8817,15310687
GOOGL,2022-08-05,139.3192,139.5367,136.732,138.6042,20913819
GOOGL,2022-08-08,137.1981,142.6754,137.0072,138.6468,15201180
GOOGL,2022-08-09,137.8177,138.2825,133.3981,136.2356,57804404
GOOGL,2022-08-10,131.0825,134.2233,128.8855,132.7838,19498928
GOOGL,2022-08-11,133.53,136.7723,133.5025,135.3625,69624514
GOOGL,2022-08-12,136.4483,142.018,135.5454,137.8802,26152009
GOOGL,2022-08-15,136.0592,138.1308,135.9046,137.6472,10188902
GOOGL,2022-08-16,137.73,140.4036,136.6545,139.0274,40332324
GOOGL,2022-08-17,142.6693,144.2675,140.2559,140.5143,8041581
GOOGL,2022-08-18,140.9265,142.6441,140.6749,140.9041,27106055
GOOGL,2022-08-19,141.3078,141.3988,140.6465,141.0292,22850043
GOOGL,2022-08-22,146.1221,146.1841,139.8512,142.2942,10916842
GOOGL,2022-08-23,142.133,142.1817,141.6717,141.7976,11802301
GOOGL,2022-08-24,143.3117,145.1627,141.8852,145.1121,9642785
GOOGL,2022-08-25,145.8714,146.0429,139.5596,142.7119,86808285
GOOGL,2022-08-26,141.4946,142.8654,138.891,142.667,32072897
GOOGL,2022-08-29,148.3388,149.3798,146.5353,147.5111,3717922
GOOGL,2022-08-30,143.1557,143.8015,142.9556,143.3374,59379721
GOOGL,2022-08-31,144.2584,144.5318,136.9294,141.1242,37933410
GOOGL,2022-09-01,140.6987,140.7988,138.2254,139.7027,61851869
GOOGL,2022-09-02,147.1051,149.2191,146.1201,146.8446,65846307
GOOGL,2022-09-05,147.847,153.3685,146.608,149.6311,30062018
GOOGL,2022-09-06,150.5877,151.2865,147.6233,149.5144,14950757
GOOGL,2022-09-07,156.9647,158.1329,150.0249,154.4748,7010871
GOOGL,2022-09-08,157.7439,158.723,150.292,154.3972,20077042
GOOGL,2022-09-09,153.066,154.3733,148.1448,152.026,25268741
GOOGL,2022-09-12,150.7403,151.7737,150.6742,151.4051,34771787
GOOGL,2022-09-13,152.28,153.4746,147.308,151.5827,16758301
GOOGL,2022-09-14,147.3748,155.2117,146.2496,150.6854,38868808
GOOGL,2022-09-15,150.6807,151.0077,149.8139,150.0573,26368431
GOOGL,2022-09-16,149.5661,155.4363,148.5236,152.9042,5809774
GOOGL,2022-09-19,153.4983,155.1464,148.5221,151.2879,38875421
GOOGL,2022-09-20,153.6721,155.8913,152.1947,152.2739,24835092
GOOGL,2022-09-21,150.8653,153.7862,150.4529,150.854,3836991
GOOGL,2022-09-22,147.4396,152.9282,146.9603,149.4305,5569398
GOOGL,2022-09-23,150.3825,154.4414,148.5867,150.5396,23736248
GOOGL,2022-09-26,147.7323,150.3364,145.1001,149.0408,36299507
GOOGL,2022-09-27,148.9119,151.8057,146.8184,149.4699,19075935
GOOGL,2022-09-28,149.9336,153.0315,148.2851,151.8393,16492846
GOOGL,2022-09-29,152.8645,152.9796,152.3567,152.7776,18139298
GOOGL,2022-09-30,154.1979,155.2435,151.4245,151.8021,21484650
GOOGL,2022-10-03,153.7826,155.1378,151.6512,151.8852,17806873
GOOGL,2022-10-04,153.8629,158.1182,153.157,154.2753,11361218
GOOGL,2022-10-05,153.4977,155.9382,153.3462,153.5918,4797086
GOOGL,2022-10-06,157.693,159.4069,155.5919,158.4409,210942525
GOOGL,2022-10-07,159.3816,160.3227,155.4318,155.8095,8067965
GOOGL,2022-10-10,156.5793,157.6684,151.8351,156.2613,15042649
GOOGL,2022-10-11,158.4166,158.9164,156.0983,156.5665,55407329
GOOGL,2022-10-12,156.6488,157.0838,153.3138,156.8675,5310199
GOOGL,2022-10-13,154.4141,157.92,152.4863,157.1805,2788611
GOOGL,2022-10-14,154.5269,160.5112,152.4421,155.8432,1698095
GOOGL,2022-10-17,155.6002,158.8086,152.0699,154.2463,10615060
GOOGL,2022-10-18,160.7584,160.8992,157.5298,157.8976,3854209
GOOGL,2022-10-19,156.8804,157.5932,156.2418,156.8078,27001137
GOOGL,2022-10-20,160.8972,162.4997,156.2232,158.3474,34240991
GOOGL,2022-10-21,154.8083,157.1726,154.1152,154.3777,18741317
GOOGL,2022-10-24,156.0669,158.3256,153.6972,156.3086,25046944
GOOGL,2022-10-25,157.1829,160.8302,156.255,156.8706,6038602
GOOGL,2022-10-26,154.1745,156.6289,151.8986,153.6839,6833102
GOOGL,2022-10-27,150.5506,156.4692,150.3019,154.207,5506420
GOOGL,2022-10-28,153.0496,156.9538,152.1806,156.4521,7207893
GOOGL,2022-10-31,158.5551,159.8523,153.8364,156.4334,16769005
GOOGL,2022-11-01,149.962,150.6424,149.7268,150.4991,23114703
GOOGL,2022-11-02,152.3861,155.1062,150.6083,151.5859,9945299
GOOGL,2022-11-03,153.922,154.6154,151.3239,154.0492,103319207
GOOGL,2022-11-04,151.4744,153.3067,149.9392,151.5542,32270541
GOOGL,2022-11-07,150.1258,151.319,147.5591,149.5601,25111835
GOOGL,2022-11-08,153.0268,153.0829,149.8706,152.5368,22979347
GOOGL,2022-11-09,152.2326,160.314,151.4388,155.8852,8747950
GOOGL,2022-11-10,156.133,158.994,155.647,157.0631,16752084
GOOGL,2022-11-11,158.69,159.6438,158.6436,159.5973,21937982
GOOGL,2022-11-14,165.5961,166.4402,162.5723,163.8507,8615842
GOOGL,2022-11-15,165.322,167.2878,163.0311,163.5876,25163276
GOOGL,2022-11-16,162.7219,166.5856,162.4491,163.9004,22466985
GOOGL,2022-11-17,166.0978,166.6073,163.9347,166.0693,16192322
GOOGL,2022-11-18,166.7695,170.8669,166.3095,166.5454,15616105
GOOGL,2022-11-21,170.2306,172.3926,164.8251,168.721,9718433
GOOGL,2022-11-22,170.0878,174.9024,168.6408,172.7902,13466657
GOOGL,2022-11-23,173.9881,177.0724,173.6804,175.323,6479507
GOOGL,2022-11-24,176.1191,176.5304,171.8523,175.9002,14693700
GOOGL,2022-11-25,172.1816,172.8405,169.402,172.0318,28201435
GOOGL,2022-11-28,172.5493,173.9461,170.8295,173.3053,3169996
GOOGL,2022-11-29,174.7654,175.9569,170.7666,171.476,50037252
GOOGL,2022-11-30,176.3313,178.0788,175.7969,176.322,5532560
GOOGL,2022-12-01,173.4034,176.7077,172.2448,174.0413,30729367
GOOGL,2022-12-02,168.4986,169.976,166.2957,169.7419,55163986
GOOGL,2022-12-05,171.0018,172.1591,170.5229,172.061,44154510
GOOGL,2022-12-06,173.5666,174.3352,170.9467,172.4073,3152778
GOOGL,2022-12-07,171.6623,172.1284,171.2641,171.7926,15293183
GOOGL,2022-12-08,173.4108,175.3826,172.7051,174.7354,20854182
GOOGL,2022-12-09,174.7805,176.3085,171.7529,172.9551,6546936
GOOGL,2022-12-12,172.6075,175.8162,168.9881,174.1415,16786489
GOOGL,2022-12-13,175.3403,176.7063,174.7501,175.1361,2804088
GOOGL,2022-12-14,176.4605,181.2084,175.5427,177.6012,5244063
GOOGL,2022-12-15,178.0861,182.7219,174.959,178.6608,25357522
GOOGL,2022-12-16,183.5393,183.5618,175.9801,180.5322,29516789
GOOGL,2022-12-19,178.295,178.6316,175.504,177.8994,19156349
GOOGL,2022-12-20,179.6039,182.4465,172.7643,177.375,9751117
GOOGL,2022-12-21,177.9854,182.1578,174.1969,179.1861,12098789
GOOGL,2022-12-22,175.9114,179.0356,173.5427,178.3594,7251802
GOOGL,2022-12-23,174.147,175.6852,170.657,175.4088,14324162
GOOGL,2022-12-26,177.2204,181.4278,171.1327,176.4337,5822287
GOOGL,2022-12-27,175.5196,178.3991,174.6335,176.6122,19268283
GOOGL,2022-12-28,181.6911,185.2349,176.2863,181.4637,15453699
GOOGL,2022-12-29,184.726,184.9899,182.2174,182.6803,22339660
GOOGL,2022-12-30,179.0283,185.4886,176.0676,180.301,8916571
GOOGL,2023-01-02,179.4313,180.7647,178.2313,178.5432,4453521
GOOGL,2023-01-03,175.2167,179.9436,174.3245,176.1582,8855306
